connectionTime_decimal,chargingDuration,kWhDelivered,dayIndicator
14.88742129,9.633338124,15.4025303,6
14.46740463,3.737348607,13.84828877,7
16.02841651,3.909441338,11.62756785,7
16.28982514,2.824638131,13.83013409,7
16.01154854,1.677113389,13.12727809,7
19.96569035,6.353236699,13.69924155,7
13.83729004,1.734006466,6.485686405,7
14.10247741,1.942579226,5.99905332,7
17.9193933,3.554625308,5.475269107,7
21.27441553,1.816745736,9.80596629,7
3.370107569,0.973987483,5.772932999,7
16.68174602,4.487434627,13.16899352,7
16.15307322,3.591339285,2.286621154,7
1.725185346,3.266310372,7.101534615,7
16.20513722,4.303279313,11.88796877,7
16.53518288,3.46256137,11.08220083,7
15.78737011,6.740584366,3.656789632,7
16.13102696,1.509174457,11.78792282,7
17.4834135,2.503974919,13.04679293,7
15.00995524,3.668804849,9.234782481,7
19.99227922,3.713425277,12.4762419,7
2.774174776,0.738869542,4.916608308,7
2.75081798,1.053375639,1.22997792,7
17.42391601,5.160538818,13.19947643,7
15.43637054,1.952455295,2.314960458,7
21.81467134,5.953877478,3.815777161,7
20.69484465,1.521308793,6.168197692,7
15.56108367,1.636786715,5.527754714,7
19.90329457,2.352288375,9.887541486,7
15.86939613,8.439959227,14.57890461,7
15.32179519,6.695959823,14.06213866,7
15.28687503,5.856576555,6.230689263,7
16.19766838,0.793605096,5.329947941,7
16.90009593,5.138492105,13.78420835,7
16.77595065,0.963201485,2.353987549,7
16.88521064,9.395125579,13.53343932,7
17.94388709,5.467316017,17.24629521,7
15.10696088,7.134724593,13.48241811,7
16.55635658,3.07511938,13.00999824,7
17.35836863,1.286515499,14.71237879,7
16.44561555,5.55617146,13.07135549,7
14.14622041,5.382943587,9.667905287,7
16.2615618,2.338425134,14.81370337,7
1.672321773,0.528258003,2.974081339,7
16.03614908,17.91949744,4.749432291,7
16.38552467,8.5135838,13.66327972,7
16.41090241,6.261357505,16.20565997,7
15.26276766,3.803345358,13.89627696,7
21.67614434,5.167019447,18.30501926,7
15.52723339,8.880420812,19.18087439,7
17.35962667,7.677973003,13.94616027,7
17.18201231,7.058415967,12.857031,7
20.5033639,1.697805193,10.45662827,7
15.62738576,4.36523301,16.5965299,7
18.09202413,4.277673812,9.380905168,7
13.8443582,3.902591659,13.44355495,7
0.712757501,0.840773831,1.922891554,7
15.05297133,4.593616919,14.3775643,7
21.97629212,1.437640418,8.03571379,7
17.18115397,3.944368488,7.800848721,7
11.38199307,0.525317378,5.967739702,7
16.86965274,6.32650349,13.91273442,7
13.80949032,7.635127088,11.86226449,8
14.01772602,1.71137392,10.79927344,8
16.98737233,8.623001092,25.89546972,8
20.79578478,9.977850974,14.08698799,8
2.139556368,1.866504504,4.243329717,8
15.96031672,7.843454639,17.95860933,8
17.04596025,7.530517697,13.66810969,8
16.61771068,3.423921829,17.0908725,8
19.97032409,2.244706054,13.01988632,8
14.29246176,2.155101546,5.66458284,8
16.08965466,5.220986634,14.09050918,8
20.78865509,2.757385288,11.75236832,8
21.24688376,1.60285885,1.826845821,8
11.73185279,4.933926867,2.754544649,8
15.90101002,1.673128716,12.54518217,8
20.48761883,3.293377797,5.252972987,8
16.72654081,8.053758582,13.40261853,8
20.90107401,13.82774442,9.352445886,8
19.68633096,0.918627491,3.147241515,8
1.418199435,9.927216103,16.82174716,8
15.59568201,7.846083082,13.5523274,8
16.35263612,8.338018697,13.4562194,8
16.56409159,3.473580372,8.405487218,8
15.94129485,5.591980845,13.2132799,8
18.88496573,1.67746721,5.079128498,8
1.907282028,0.772834959,4.244040389,8
13.88591506,2.756497731,11.7546846,8
19.19181133,5.908298422,3.27558433,8
17.09407453,7.45228285,13.5252676,8
15.5446605,1.445810281,2.697493517,8
15.5810543,10.40098385,13.99599332,8
16.75461598,6.76639206,18.96589493,8
14.90461618,1.554197595,6.331174441,8
17.02497622,5.984722634,11.74959512,8
14.63175789,0.087386994,0.715851648,8
15.24777613,6.493696537,14.25780026,8
14.30075831,0.356088658,2.614459144,8
17.01527675,1.475593258,1.643056385,8
15.36886336,7.256898577,13.73868913,8
16.29791419,8.030377417,12.19259113,8
1.476617383,0.645354882,2.159056679,8
1.770617854,0.289764304,2.547893766,8
16.32260416,0.848475774,0.896674266,8
19.18222832,2.995243265,9.778199054,8
16.19504123,9.268975046,13.65919488,8
15.38669712,5.148942421,25.36163148,8
14.50527661,6.878968759,4.4560558,8
17.64731391,1.274595239,1.514699477,8
17.18203508,9.779971881,13.77327959,8
15.56739916,1.847783983,5.5052777,8
14.95408323,1.776114668,5.819183836,8
16.37250447,4.084455851,14.22871051,8
20.38219391,2.174174454,11.59334073,8
15.04739176,2.067742643,12.01971996,8
16.98861113,8.500527216,13.67976729,8
15.38539632,1.835546247,10.67472888,8
18.01356908,7.286446953,13.73023235,8
16.54466143,2.850532513,7.13197031,8
15.99548499,9.121274063,4.610092371,8
1.317331642,2.224100717,15.70201395,8
12.9290372,3.237727979,16.60307424,8
16.83042633,3.881630077,1.52474052,8
14.89051462,1.631519344,3.278805887,8
15.98915708,9.751476036,13.94078181,8
15.5111039,5.712561903,12.21300253,8
5.235075011,0.525551474,1.862786384,8
14.07276504,4.355888471,13.38953475,8
14.77503248,7.450174108,7.425083325,8
16.36387653,9.384342751,13.57873019,8
18.67842442,1.419992036,12.34546076,8
16.3057768,4.696135616,6.991371999,9
17.43880001,2.959673627,12.89138679,9
0.157495175,0.716784084,2.491895112,9
16.40584383,6.453346593,14.31658833,9
15.2810911,3.737103933,14.50542885,9
17.43716508,3.835978179,13.7626983,9
14.60562668,2.414012297,10.67547878,9
15.88104682,9.096043117,13.98441586,9
16.04162434,2.70514592,4.716380896,9
19.38722446,1.939537616,7.165666902,9
14.94645248,3.473904981,6.490747701,9
0.334196664,1.04700757,5.133683263,9
16.13602309,5.424411056,16.27607377,9
19.11047789,2.718965437,11.39624149,9
16.96037212,7.937343568,13.0941124,9
21.95499144,5.343488647,13.68715071,9
20.89205105,3.454896662,8.720390265,9
18.23614814,4.994428628,13.80284792,9
15.68494524,3.525087701,10.36568247,9
17.38407425,7.819840283,13.58333703,9
3.087912483,0.264316108,3.53356555,10
22.69642578,1.825211374,3.339340621,10
2.652988771,10.51304894,8.289976094,10
17.63717882,11.58560357,7.876726665,10
17.72110803,1.50107168,3.985429558,10
2.8323788,3.006624775,8.070666367,10
15.96389739,5.132857543,11.74102124,10
16.21386584,4.740360128,16.15404533,10
1.571725336,1.313907476,2.685886681,10
13.85113311,8.259732731,2.323561255,10
12.92957531,8.466669843,6.456553442,10
22.95275418,1.194514726,3.094954415,10
11.35864315,1.399794957,4.710229089,10
22.51298223,1.112545472,13.823342,10
17.23657137,2.769085444,5.835647775,10
22.12879817,0.416135307,4.838793843,10
22.42703752,0.441853604,3.993048268,10
2.026781049,2.617678814,13.12504344,10
16.80324071,4.057465274,13.67607889,10
16.40478295,5.341521314,9.084150651,10
18.97718351,2.170276124,7.505032351,11
16.20380037,3.890851494,12.45740279,11
15.53237111,2.494432005,2.121514714,11
16.47763313,10.55240926,13.60511925,11
17.99006521,9.21520605,13.21730974,11
21.9755138,2.986783825,6.167137595,11
12.18726864,1.412941605,4.636597587,11
20.40322235,4.432085441,12.22157858,11
16.04742574,1.432022418,2.611189724,11
17.54147096,2.670328693,17.74960187,11
3.325894025,1.717786645,3.027593338,11
15.94099219,0.683409487,1.777251597,11
15.84690668,1.863843,9.938288437,11
14.18675638,3.482920911,6.267287115,11
16.74061309,5.800451312,11.29766212,11
14.83467903,5.713766024,14.37767159,11
15.82617125,7.033189435,13.51344806,11
16.17886321,1.689746443,1.600849191,11
15.24326715,2.799945642,12.14863032,11
17.11090307,4.100955787,13.44591151,11
17.93227316,9.298743316,14.24570435,11
18.48247979,1.941530385,7.688749289,11
16.69559991,6.056615036,14.41071613,11
16.93140767,3.661608761,14.05662153,11
14.37810829,3.969332743,11.7003217,11
16.87032475,2.016784431,13.32249497,11
15.87657385,8.910965637,3.583663207,11
0.728353814,0.415101757,2.726578298,11
17.63046206,7.221574869,13.33782466,11
15.23814879,4.237878773,28.85164768,11
15.84327993,2.004415815,7.54067588,11
1.679210993,1.143834893,1.939447216,11
16.86978969,13.1580149,12.3004699,11
15.32181277,6.031440949,13.72809304,11
3.322299754,0.011628587,3.068642522,11
16.12728592,2.246726839,2.316807358,11
16.03820349,4.223831141,11.1532427,11
2.040537186,2.031224351,4.142013536,11
14.98035209,3.404357463,7.083858379,11
15.71655928,5.222929999,13.45657253,11
5.184432541,7.073292874,3.103920619,11
0.16703307,0.206291914,0.795870074,11
5.56222557,1.721774389,5.379124245,11
17.65194058,5.643054924,13.56783831,11
0.906941097,1.82177322,10.43910699,11
15.12247397,2.943853245,13.95262352,11
15.06038113,4.864963247,19.94194248,11
15.34275627,0.549362896,2.939206837,12
17.7389577,2.770625406,13.83079352,12
14.73751479,8.843843504,5.295871973,12
15.93247702,1.836939662,3.393737679,12
18.19807105,2.176782774,8.665928929,12
23.33593474,0.776186781,1.427050887,12
1.397156764,2.118240908,6.456348567,12
4.929155657,0.151769053,2.307993815,12
19.77593116,1.081140115,6.492359194,12
16.8604065,10.69643423,13.76514085,12
3.09438439,0.541585823,0.824864119,12
13.11171118,4.847205238,17.13400085,12
18.59642435,1.480185589,13.7468265,12
20.82636127,1.751835961,9.421692223,12
17.26360876,5.73870965,17.5848685,12
15.03355426,1.569839444,9.704751576,12
16.51188993,6.02345288,16.08392539,12
20.59433165,9.324630996,19.7170184,12
15.95148003,6.628729176,18.57075896,12
15.28161229,5.565180159,13.59235821,12
16.87216831,2.230634478,7.102465773,12
16.81916648,0.856689662,2.375357202,12
15.44782177,1.140805227,2.161190802,12
14.35083852,1.36011406,3.949871331,12
20.79273454,2.56375085,11.75218633,12
15.85507789,5.563220031,21.09925936,12
23.54054102,2.163383001,6.675406884,12
16.85371842,5.341322857,19.05156575,12
16.81067867,7.558931402,13.93843689,12
15.18606729,1.619453279,4.412255369,12
16.10775992,2.073855842,12.57730918,12
19.80292105,0.889213654,4.674242985,12
19.48594901,10.47555197,13.14677746,12
3.522662947,0.329021281,2.422645962,12
0.518948636,1.043133963,1.352552518,12
16.43360189,6.714794298,12.49921769,12
3.561478688,1.971480647,6.851034942,12
15.01128567,2.166954495,4.572248173,12
17.15185033,1.144463054,11.12829056,12
14.96958709,1.625616062,9.140035353,12
15.31606024,9.449274954,13.59355967,12
16.77751465,11.1069843,28.14511316,12
13.41097715,0.295714034,7.509244834,12
19.60914014,2.034226439,15.4717382,12
15.89553177,3.434914453,13.26124084,12
15.12844701,1.946362689,8.501400572,12
22.46049487,2.330707757,12.18921837,12
16.78158603,1.514886694,10.44003055,12
19.48586453,1.440761335,11.01563652,12
15.1748559,0.779758313,3.300480536,12
2.838695827,7.338578737,6.55390916,12
14.25145651,1.662702388,6.610997503,12
17.49068659,7.425426391,13.77652851,12
19.41154714,0.737987286,2.461887028,12
15.99691732,6.676686374,14.02802174,12
17.92091276,8.752466864,13.2909489,12
16.9066681,11.27522366,14.26778665,12
16.07778667,3.744494203,9.782488633,12
14.536351,2.737373637,14.43623913,12
15.31224608,1.842992376,4.713744059,12
18.23633885,2.201802284,5.861643827,12
17.68027389,3.996983592,6.58647038,12
16.2718659,0.881169913,5.975710275,12
17.74865551,1.953197527,11.22175211,12
17.56108449,4.690493869,16.77888865,12
16.1760896,3.462377061,11.81967322,12
16.22674902,1.384673007,6.594671227,12
18.2885046,6.168996425,12.96249866,12
16.62910561,6.967125859,14.02670378,12
16.722924,0.272514025,2.10265935,12
19.41435237,2.297408276,9.712162839,12
15.28928982,1.749486815,5.93146941,12
18.58373702,2.861039883,10.8956965,12
1.26315615,3.819050365,9.834283928,12
20.719104,1.74208795,2.513763493,12
19.13400851,8.789623837,16.37223556,12
14.22685096,1.60436148,4.696074796,12
17.87782058,1.343976343,5.451262118,12
4.569274799,0.387411593,4.60139277,12
14.96881234,1.352842314,8.668655453,12
16.18032871,3.282845943,23.56085349,12
16.54214834,0.801120573,2.145843017,12
22.96728907,0.63992648,3.897990237,12
15.31715286,1.133418428,10.5505614,12
16.51311332,1.797114509,12.02529687,12
14.64241883,2.06342736,6.829166141,12
17.96334142,6.040268096,7.170547714,12
20.07329697,1.670871691,1.131528309,12
16.34959755,2.066679574,7.094862584,12
16.58368986,3.353800991,14.89306798,12
23.18487761,9.38482231,13.9516652,12
15.30944758,2.688434206,4.946627189,12
20.24487132,1.794593241,6.467678825,12
17.12614823,5.44323168,11.00756794,12
22.76204722,3.090261365,3.833120838,13
18.06667171,9.120550838,10.99040925,13
16.68025311,4.893619959,13.06776616,13
12.15544547,2.425781646,4.591614962,13
3.448022337,0.275374003,2.985553952,13
16.1185874,7.173173772,20.69086343,13
17.22859908,11.61669388,35.73403565,13
23.12481917,3.940047999,16.95490005,13
17.03962883,4.490244773,14.0923346,13
15.40028862,3.341947804,12.25921944,13
16.5615851,1.596251442,12.81373606,13
2.669360782,3.776234074,42.65558955,13
16.44940385,5.091199032,19.64736219,13
19.27321685,2.28621226,19.2882786,13
14.69845917,1.400206509,16.77132117,13
17.61029739,4.930275219,13.91545515,13
2.85496597,2.073973642,6.222991087,13
21.28524333,2.2744398,5.326043359,13
15.78453022,4.851469316,13.95433528,13
16.906253,9.14545239,13.85442324,13
16.40714993,6.006694923,30.52022872,13
17.53583814,1.756521087,1.540415761,13
16.9361019,4.455027056,14.31600163,13
14.36553901,2.149817376,12.06563155,13
21.09983264,3.957012693,3.037707369,13
16.57873984,3.733451836,13.7208733,13
3.406009792,0.382907305,1.071657318,13
19.41680026,0.920739116,5.157930007,13
17.31221768,12.08268476,14.26684177,13
2.313286026,0.141818617,2.104445437,13
19.63582192,4.148455921,8.980031686,13
22.77263337,2.498349408,13.05057558,13
14.81913435,5.84166955,11.08824234,13
22.20075651,3.489220016,11.30408078,13
21.03423445,4.815608684,13.74049687,13
2.961279203,1.27233658,2.609712468,13
17.17256507,6.252035704,14.03034443,13
18.63699674,3.984840534,6.973097575,13
20.78684495,1.921630853,8.369069456,13
15.44309192,7.485160647,13.28267811,13
16.89454389,3.697069577,13.47906141,13
22.75631984,0.784885993,1.69353371,13
13.06675682,1.031821235,17.44128444,13
12.78348906,3.497859385,10.86212505,13
17.70563793,3.559550605,5.80276875,13
21.05589821,2.862893153,8.583018587,13
17.7391833,7.97150189,13.9031453,13
15.71820714,2.798647796,7.476846008,13
13.72253897,3.138926812,11.31610103,13
16.37799952,4.377472635,14.12463019,13
22.3904229,17.29395885,16.22156363,13
17.21924902,2.742870107,14.50043602,13
17.69250457,7.250622716,12.98636699,13
17.63096804,8.129906527,13.94676041,13
18.81673046,1.777042791,5.623595468,13
20.39719016,2.089147015,11.59297469,13
15.26989058,2.308381835,5.031555631,13
17.61533613,9.15869156,14.13793309,13
3.905840157,0.174138445,1.486442323,13
19.8961384,2.214290183,10.5560004,13
16.9879152,2.693064738,14.21707963,13
15.71322604,6.698582637,11.87830264,13
18.40572672,0.509532666,1.212181542,13
16.18983435,3.273290966,13.77463977,13
15.04623364,4.724359607,11.6832746,13
14.76138774,6.171856599,13.33008316,13
15.50325161,2.64944488,10.6025411,13
23.74562114,2.545370946,11.67972219,13
22.50758252,1.950489864,5.649002424,13
15.68118298,5.461589753,13.95620409,13
14.95815591,1.528655948,6.899959858,13
16.54871245,5.609828183,13.58344589,13
15.74803402,0.709053141,19.66740452,13
15.99232602,8.88815899,23.79953507,13
14.52363619,7.395699841,3.435863379,14
15.2649038,3.571880929,17.22384249,14
17.86584484,6.672922477,13.49818349,14
15.24340675,13.13363219,41.84412324,14
2.319990416,1.699159252,4.497840956,14
15.25822469,9.419494314,14.07431007,14
19.13899684,2.288698926,5.147116293,14
21.81113643,11.32105365,17.53250168,14
1.175415384,1.989707395,5.610144104,14
19.89990177,3.848847441,13.63756961,14
13.99263903,1.094360846,1.628630997,14
1.831671217,1.389612797,4.096226303,14
